Header
rate=30
frames=647
duration=21.5667
type=degree
Body
Time,Frame,RE,RS,LE,LS,NV,NH,HD,RK,RH,LK,LH,TV,TH,TO,SD
4.6,138,79.9655,-27.0432,80.1142,-28.1276,-1.69447,-4.13976,10.424,-73.8679,29.2909,-73.0089,31.5431,-65.202,-40.0,-0.00229494,0.0
4.63333,139,79.8823,-27.0199,80.0311,-28.1032,-1.50971,-4.35531,10.1081,-73.7764,29.2476,-72.9173,31.4964,-65.1783,-40.0,-0.00229494,0.0
4.66667,140,79.8025,-26.9982,79.9518,-28.0809,-1.33292,-4.57661,10.0,-73.6886,29.2055,-72.8291,31.4506,-65.156,-40.0,-0.00229494,0.0
4.7,141,79.7272,-26.9788,79.8767,-28.0607,-1.16465,-4.80674,10.0713,-73.6046,29.1644,-72.7443,31.406,-65.1351,-40.0,-0.00229494,0.0
4.73333,142,79.656,-26.9615,79.806,-28.043,-1.00543,-5.04877,10.2807,-73.5245,29.1244,-72.6644,31.3629,-65.1156,-40.0,-0.00229494,0.0
4.76667,143,79.5898,-26.9468,79.74,-28.0277,-0.85583,-5.30578,10.6212,-73.4486,29.0856,-72.5884,31.3211,-65.0975,-40.0,-0.00229494,0.0
4.8,144,79.5285,-26.9347,79.679,-28.0153,-0.716376,-5.58083,11.0859,-73.3773,29.048,-72.517,31.2806,-65.081,-40.0,-0.00229494,0.0
4.83333,145,79.4723,-26.9253,79.6234,-28.0059,-0.587618,-5.877,11.6677,-73.3107,29.0117,-72.4503,31.2415,-65.0658,-40.0,-0.00229494,0.0
4.86667,146,79.4219,-26.9191,79.5732,-27.9997,-0.4701,-6.19737,12.3599,-73.2489,28.9766,-72.3887,31.2039,-65.0523,-40.0,-0.00229494,0.0
4.9,147,79.3774,-26.9161,79.5291,-27.9969,-0.364368,-6.545,13.1554,-73.1928,28.943,-72.3322,31.1678,-65.0402,-40.0,-0.00229494,0.0
4.93333,148,79.3392,-26.9306,79.491,-27.9976,-0.270967,-6.92297,14.0474,-73.1422,28.9111,-72.2816,31.1333,-65.0296,-40.0,-0.00229494,0.0
4.96667,149,79.3073,-26.9346,79.4595,-28.0022,-0.19044,-7.33435,15.0288,-73.097,28.8804,-72.2366,31.1004,-65.0207,-40.0,-0.00229494,0.0
5.0,150,79.2822,-26.9424,79.4347,-28.0107,-0.123333,-7.78222,16.0928,-73.0581,28.8513,-72.1976,31.0693,-65.0133,-40.0,-0.00229494,0.0
5.03333,151,79.264,-26.954,79.417,-28.0234,-0.0701905,-8.26964,17.2323,-73.0253,28.8237,-72.165,31.0398,-65.0075,-40.0,-0.00229494,0.0
5.06667,152,79.2535,-26.9701,79.4067,-28.0406,-0.031557,-8.7997,18.4406,-72.9989,28.7977,-72.1386,31.0122,-65.0033,-40.0,-0.00229494,0.0
5.1,153,79.2502,-26.9902,79.4039,-28.0623,-0.00797749,-9.37546,19.7105,-72.9791,28.7732,-72.1194,30.9864,-65.0008,-40.0,-0.00229494,0.0
5.13333,154,79.2552,-27.0151,79.409,-28.0888,3.41509e-006,-9.99999,21.0353,-72.9667,28.7507,-72.107,30.9625,-65.0,-40.0,-0.00229494,0.0
5.16667,155,79.2643,-27.0431,79.4185,-28.1185,3.41509e-006,-10.6677,22.4079,-72.9574,28.7282,-72.0978,30.9388,-65.0,-40.0078,-0.00229494,0.0
