Header
rate=30
frames=600
duration=20.0
type=degree
Body
Time,Frame,RE,RS,LE,LS,NV,NH,HD,RK,RH,LK,LH,TV,TH,TO,SD
2.0,60,73.1889,-10.057,71.9616,-9.48682,15.0,-27.4118,-5.82622,-40.2193,41.3227,-38.8705,43.3459,22.7688,-23.8134,-0.149772,0.0
2.03333,61,73.9832,-10.5929,72.7683,-10.058,14.9938,-28.013,-5.27784,-40.2423,41.1997,-38.8939,43.2161,22.7688,-23.9826,-0.149772,0.0
2.06667,62,74.7305,-11.1089,73.527,-10.6077,14.9756,-28.6083,-4.74474,-40.2543,41.0728,-38.9058,43.082,22.7688,-24.1234,-0.149772,0.0
2.1,63,75.4276,-11.6012,74.2349,-11.1319,14.9459,-29.1971,-4.2283,-40.2559,40.944,-38.9067,42.9451,22.7688,-24.2347,-0.149772,0.0
2.13333,64,76.072,-12.0659,74.8889,-11.6138,14.905,-29.7789,-3.72992,-40.2481,40.8153,-38.8992,42.8089,22.7688,-24.3154,-0.149772,0.0
2.16667,65,76.6601,-12.4986,75.4862,-12.0744,14.8535,-30.3533,-3.25099,-40.2333,40.6893,-38.8834,42.6681,22.7688,-24.3646,-0.149772,0.0
2.2,66,77.1902,-12.9094,76.0242,-12.4968,14.7919,-30.9196,-2.79289,-40.2133,40.5689,-38.8622,42.5465,22.7688,-24.3812,-0.149772,0.0
2.23333,67,77.6587,-13.2532,76.5,-12.8898,14.7206,-31.4774,-2.35701,-40.1895,40.4558,-38.838,42.4267,22.7688,-24.3812,-0.149772,0.0
2.26667,68,78.0634,-13.567,76.9109,-13.2235,14.64,-32.0262,-1.94474,-40.1643,40.3534,-38.8118,42.3106,22.7688,-24.3812,-0.149772,0.0
2.3,69,78.4018,-13.8332,77.2544,-13.5066,14.5507,-32.5655,-1.55747,-40.14,40.2643,-38.7867,42.2225,22.7688,-24.3812,-0.149772,0.0
2.33333,70,78.6704,-14.0476,77.5272,-13.7344,14.4531,-33.0947,-1.19659,-40.1178,40.198,-38.7637,42.1367,22.7688,-24.3812,-0.149772,0.0
