Header
rate=30
frames=1961
duration=65.3667
type=degree
Body
Time,Frame,RE,RS,LE,LS,NV,NH,HD,RK,RH,LK,LH,TV,TH,TO,SD,,
62.0,1860,15.0277,0.0800498,16.007,-0.127202,0.974941,-0.459798,5.00003,-18.8956,-1.34024,-14.8986,-3.10705,-0.370015,-0.147191,0.150975,0.0,
62.0333,1861,16.5535,-0.559079,17.4747,-0.781521,-2.07372,-0.459356,5.00003,-20.2947,-0.47031,-16.833,-1.82547,-0.264074,-0.309667,0.183568,0.0,
62.0667,1862,20.4167,-2.11466,21.2004,-2.35588,-4.82878,-0.457723,5.00003,-23.6891,1.73515,-20.9393,0.99862,0.0414941,-0.453073,0.216226,0.0,
62.1,1863,25.4612,-3.97275,26.1141,-4.25215,-7.30497,-0.454436,5.00003,-27.9682,4.65251,-25.7137,4.45091,0.528306,-0.579052,0.249151,0.0,
62.1333,1864,30.9612,-5.75331,31.5129,-6.08258,-9.51701,-0.449034,5.00003,-32.5359,7.92228,-30.5968,8.17856,1.17798,-0.689244,0.282544,0.0,
62.1667,1865,36.5396,-7.26859,37.0166,-7.64721,-11.4796,-0.441056,5.00003,-37.1177,11.3699,-35.381,12.0284,1.97213,-0.785293,0.316606,0.0,
62.2,1866,41.9948,-8.4377,42.4178,-8.84142,-13.2075,-0.43004,5.00003,-41.5782,14.8686,-39.9732,15.8927,2.89237,-0.86884,0.35154,0.0,
62.2333,1867,47.2088,-9.19618,47.5935,-9.64266,-14.7154,-0.415524,5.00003,-45.8424,18.3664,-44.323,19.7349,3.92033,-0.941528,0.387545,0.0,
62.2667,1868,52.1051,-9.56382,52.4637,-10.0113,-16.0181,-0.397046,5.00003,-49.8619,21.8087,-48.3958,23.4811,5.0376,-1.005,0.424824,0.0,
62.3,1869,56.6291,-9.50609,56.972,-9.9468,-17.1303,-0.374146,5.00003,-53.6035,25.1214,-52.1669,27.093,6.22582,-1.06089,0.463578,0.0,
62.3333,1870,60.7402,-9.06833,61.0762,-9.49577,-18.0666,-0.34636,5.00003,-57.0403,28.3001,-55.6146,30.5291,7.46659,-1.11086,0.504008,0.0,
62.3667,1871,64.4076,-8.27017,64.7449,-8.65862,-18.8418,-0.313229,5.00003,-60.15,31.2685,-58.7206,33.7431,8.74154,-1.15653,0.546315,0.0,
62.4,1872,67.6088,-7.1537,67.9551,-7.48966,-19.4707,-0.274289,5.00003,-62.912,34.024,-61.4669,36.7207,10.0323,-1.19955,0.590702,0.0,
62.4333,1873,70.329,-5.77413,70.6918,-6.03518,-19.968,-0.22908,5.00003,-65.3074,36.5392,-63.836,39.4338,11.3204,-1.24156,0.637368,0.0,
62.4667,1874,72.5609,-4.19954,72.9475,-4.39085,-20.3484,-0.17714,5.00003,-67.3171,38.753,-65.811,41.8349,12.5876,-1.28422,0.686516,0.0,
62.5,1875,74.3037,-2.50858,74.7217,-2.62845,-20.6266,-0.118006,5.00003,-68.9214,40.6891,-67.3727,43.9103,13.8153,-1.32915,0.738346,0.0,
62.5333,1876,75.5619,-0.787319,76.0188,-0.852,-20.8173,-0.0512187,5.00003,-70.0977,42.2764,-68.5002,45.6263,14.9854,-1.37799,0.793061,0.0,
62.5667,1877,76.3432,0.875561,76.8467,0.870257,-20.9353,0.0236851,5.00003,-70.8211,43.5427,-69.1692,46.9956,16.0792,-1.43241,0.850861,0.0,
62.6,1878,76.6543,2.39412,77.212,2.4342,-20.9953,0.107167,5.00003,-71.0599,44.4132,-69.3502,47.9593,17.0786,-1.49402,0.911948,0.0,
62.6333,1879,76.4956,3.69189,77.1156,3.7578,-21.012,0.199687,5.00003,-70.776,44.8969,-69.0036,48.4988,17.9651,-1.56448,0.976523,0.0,
62.6667,1880,76.0513,4.84795,76.7428,4.92407,-20.9663,0.321739,5.00003,-70.1544,45.1304,-68.3145,48.7753,18.8068,-1.63549,1.04647,0.0,
62.7,1881,75.5157,5.98399,76.2896,6.07491,-20.8326,0.4911,5.00003,-69.4194,45.2906,-67.5033,48.976,19.6812,-1.69826,1.12311,0.0,
62.7333,1882,74.8962,7.08353,75.7634,7.16837,-20.6161,0.704158,5.00003,-68.5765,45.3806,-66.5754,49.1035,20.5841,-1.7537,1.20581,0.0,
62.7667,1883,74.2004,8.18536,75.1709,8.25556,-20.322,0.957304,5.00003,-67.6326,45.4042,-65.5363,49.1608,21.5111,-1.80274,1.29393,0.0,
62.8,1884,73.4352,9.24676,74.5192,9.28246,-19.9556,1.24693,5.00003,-66.5926,45.3642,-64.3921,49.1504,22.458,-1.84631,1.38684,0.0,
62.8333,1885,72.6072,10.2799,73.8145,10.2877,-19.5219,1.56941,5.00003,-65.4622,45.2635,-63.1464,49.0739,23.4204,-1.88531,1.48389,0.0,
62.8667,1886,71.7226,11.2842,73.0627,11.2575,-19.0263,1.92116,5.00003,-64.247,45.1048,-61.8047,48.9338,24.3941,-1.92066,1.58446,0.0,
62.9,1887,70.7883,12.2585,72.27,12.1916,-18.4739,2.29855,5.00003,-62.9523,44.8905,-60.3711,48.7213,25.3747,-1.9533,1.68791,0.0,
62.9333,1888,69.8104,13.1892,71.4421,13.0898,-17.8699,2.69797,5.00003,-61.5826,44.634,-58.8507,48.4688,26.3579,-1.98413,1.7936,0.0,
62.9667,1889,68.7952,14.1151,70.5847,13.9522,-17.2196,3.11582,5.00003,-60.1435,44.3047,-57.2466,48.1468,27.3395,-2.01407,1.90089,0.0,
