Header
rate=30
frames=1961
duration=65.3667
type=degree
Body
Time,Frame,RE,RS,LE,LS,NV,NH,HD,RK,RH,LK,LH,TV,TH,TO,SD,,
63.0,1890,67.7489,14.9967,69.7036,14.7788,-16.528,3.54848,5.00003,-58.6403,43.9378,-55.5635,47.7668,28.3151,-2.04405,2.00915,0.0,
63.0333,1891,66.678,15.834,68.8042,15.5699,-15.8005,3.99234,5.00003,-57.0778,43.5245,-53.8056,47.3211,29.2805,-2.07499,2.11775,0.0,
63.0667,1892,65.5888,16.6642,67.8924,16.3254,-15.0422,4.4438,5.00003,-55.4626,43.0674,-51.9774,46.8295,30.2313,-2.1078,2.22604,0.0,
63.1,1893,64.488,17.4373,66.9741,17.0453,-14.2584,4.89923,5.00003,-53.8002,42.5786,-50.0832,46.2835,31.1633,-2.1434,2.33339,0.0,
63.1333,1894,63.3829,18.2016,66.0552,17.7296,-13.4541,5.35504,5.00003,-52.0975,42.0324,-48.1281,45.6931,32.0721,-2.18272,2.43916,0.0,
63.1667,1895,62.2804,18.9195,65.1418,18.378,-12.6347,5.8076,5.00003,-50.3613,41.4601,-46.1161,45.0426,32.9534,-2.22667,2.54272,0.0,
63.2,1896,61.1885,19.5907,64.2404,18.9902,-11.8053,6.25332,5.00003,-48.6005,40.8651,-44.0539,44.3428,33.803,-2.27618,2.64343,0.0,
63.2333,1897,60.1149,20.2495,63.3576,19.5657,-10.9712,6.68858,5.00003,-46.825,40.2257,-41.9482,43.5888,34.6165,-2.33215,2.74066,0.0,
63.2667,1898,59.0683,20.8589,62.5002,20.1038,-10.1375,7.10976,5.00003,-45.0456,39.5727,-39.8074,42.7985,35.3896,-2.39552,2.83376,0.0,
63.3,1899,58.0575,21.4291,61.6751,20.6037,-9.30936,7.51326,5.00003,-43.2746,38.9112,-37.64,41.974,36.1181,-2.4672,2.92211,0.0,
63.3333,1900,57.0919,21.9583,60.8899,21.0642,-8.4921,7.89547,5.00003,-41.5293,38.2264,-35.4601,41.1027,36.7976,-2.54811,3.00506,0.0,
63.3667,1901,56.1813,22.4332,60.1522,21.4841,-7.69087,8.25278,5.00003,-39.8279,37.55,-33.2827,40.216,37.4238,-2.63917,3.08198,0.0,
63.4,1902,55.3359,22.8847,59.4699,21.8619,-6.91087,8.58157,5.00003,-38.1926,36.8853,-31.1297,39.3069,37.9925,-2.7413,3.15223,0.0,
63.4333,1903,54.5664,23.2769,58.8508,22.2076,-6.15731,8.87824,5.00003,-36.6509,36.2465,-29.0312,38.3913,38.4993,-2.85542,3.21518,0.0,
63.4667,1904,53.8838,23.6182,58.3033,22.4857,-5.43538,9.13917,5.00003,-35.2356,35.6496,-27.0276,37.5003,38.9399,-2.98245,3.2702,0.0,
63.5,1905,53.2988,23.9057,57.8356,22.7279,-4.75029,9.36075,5.00003,-33.983,35.1132,-25.1743,36.6615,39.3101,-3.1233,3.31663,0.0,
63.5333,1906,52.8225,24.1364,57.4559,22.9214,-4.10723,9.53938,5.00003,-32.9352,34.664,-23.5495,35.9043,39.6055,-3.27891,3.35386,0.0,
63.5667,1907,52.466,24.3074,57.1722,23.0644,-3.51141,9.67145,5.00003,-32.1365,34.3081,-22.2516,35.2965,39.8218,-3.45018,3.38124,0.0,
63.6,1908,52.239,24.4161,56.9921,23.1553,-2.96803,9.75333,5.00003,-31.631,34.0899,-21.3965,34.8842,39.9547,-3.63804,3.39813,0.0,
63.6333,1909,52.1512,24.46,56.9233,23.1924,-2.48229,9.78143,5.00003,-31.4556,34.0119,-21.0939,34.739,40.0,-3.8434,3.4039,0.0,
63.6667,1910,52.2119,24.4494,56.9837,23.1819,-2.06785,9.74697,5.00003,-31.6269,34.0875,-21.3701,34.8835,39.9988,-4.11006,3.4039,0.0,
63.7,1911,52.4141,24.3992,57.1783,23.1328,-1.72898,9.64812,5.00003,-32.1127,34.3164,-22.1378,35.2797,39.9939,-4.47366,3.4039,0.0,
63.7333,1912,52.7436,24.3122,57.4934,23.0481,-1.45677,9.49166,5.00003,-32.8639,34.6685,-23.2865,35.8696,39.9829,-4.92292,3.4039,0.0,
63.7667,1913,53.1849,24.1927,57.9148,22.9316,-1.2423,9.28435,5.00003,-33.8299,35.1181,-24.7048,36.5967,39.9637,-5.44657,3.4039,0.0,
63.8,1914,53.7235,24.0334,58.4283,22.7865,-1.07667,9.03299,5.00003,-34.959,35.6389,-26.2963,37.3953,39.9341,-6.03332,3.4039,0.0,
63.8333,1915,54.3432,23.8709,59.0197,22.6169,-0.950965,8.74434,5.00003,-36.2055,36.2143,-27.9889,38.2437,39.8919,-6.67189,3.4039,0.0,
63.8667,1916,55.03,23.6761,59.6749,22.4259,-0.856274,8.42519,5.00003,-37.5287,36.8049,-29.7256,39.102,39.8349,-7.35101,3.4039,0.0,
63.9,1917,55.7685,23.4636,60.3805,22.2167,-0.783687,8.08232,5.00003,-38.8939,37.4191,-31.4673,39.9566,39.7608,-8.0594,3.4039,0.0,
63.9333,1918,56.5459,23.2359,61.1232,21.9921,-0.724294,7.7225,5.00003,-40.2712,38.0158,-33.1824,40.781,39.6676,-8.78578,3.4039,0.0,
63.9667,1919,57.3482,22.9962,61.8907,21.7546,-0.669186,7.35252,5.00003,-41.6356,38.6103,-34.8484,41.5686,39.553,-9.51886,3.4039,0.0,
64.0,1920,58.1633,22.7461,62.671,21.5059,-0.609451,6.97914,5.00003,-42.9663,39.1643,-36.445,42.3031,39.4148,-10.2474,3.4039,0.0,
64.0333,1921,58.9794,22.4874,63.4529,21.2476,-0.53618,6.60915,5.00003,-44.2429,39.698,-37.958,42.99,39.2507,-10.96,3.4039,0.0,
64.0667,1922,59.7857,22.2095,64.2256,20.9807,-0.440462,6.24934,5.00003,-45.4507,40.1744,-39.3729,43.6231,39.0587,-11.6456,3.4039,0.0,
64.1,1923,60.5715,21.9485,64.9788,20.7058,-0.313387,5.90646,5.00003,-46.5733,40.6092,-40.678,44.1779,38.8364,-12.2927,3.4039,0.0,
64.1333,1924,61.3265,21.6698,65.7028,20.4233,-0.146044,5.58732,5.00003,-47.5973,40.9896,-41.8624,44.6761,38.5818,-12.8901,3.4039,0.0,
64.1667,1925,62.0413,21.3849,66.3879,20.1332,0.0704759,5.29867,5.00003,-48.5089,41.3094,-42.9141,45.0853,38.2925,-13.4266,3.4039,0.0,
64.2,1926,62.7066,21.0942,67.025,19.8352,0.345084,5.04731,5.00003,-49.2954,41.5633,-43.822,45.4216,37.9665,-13.8908,3.4039,0.0,
64.2333,1927,63.3128,20.7973,67.605,19.5289,0.686691,4.84,5.00003,-49.9431,41.7456,-44.5731,45.6693,37.6015,-14.2715,3.4039,0.0,
64.2667,1928,63.8516,20.4937,68.1187,19.214,1.10421,4.68353,5.00003,-50.4384,41.8594,-45.1555,45.8401,37.1952,-14.5574,3.4039,0.0,
64.3,1929,64.3127,20.1838,68.5568,18.8902,1.60654,4.58468,5.00003,-50.7665,41.8718,-45.5549,45.903,36.7456,-14.7372,3.4039,0.0,
64.3333,1930,64.687,19.8546,68.9099,18.5575,2.2026,4.55023,5.00003,-50.9111,41.802,-45.755,45.8608,36.2503,-14.7997,3.4039,0.0,
64.3667,1931,64.9791,19.4326,69.1786,18.108,2.94443,4.55023,5.00003,-50.9283,41.6121,-45.8299,45.686,35.6588,-14.7997,3.4039,0.0,
64.4,1932,65.2006,18.8276,69.3701,17.4442,3.86877,4.55023,5.00003,-50.8877,41.2837,-45.8659,45.3915,34.9289,-14.7997,3.4039,0.0,
64.4333,1933,65.3473,18.0301,69.4808,16.5833,4.96161,4.55023,5.00003,-50.7885,40.8221,-45.8623,44.9607,34.0714,-14.7997,3.4039,0.0,
64.4667,1934,65.4128,17.0702,69.5048,15.545,6.20892,4.55023,5.00003,-50.6302,40.2329,-45.8172,44.4058,33.0968,-14.7997,3.4039,0.0,
64.5,1935,65.3891,15.9538,69.4341,14.3504,7.59667,4.55023,5.00003,-50.4114,39.5206,-45.727,43.7306,32.016,-14.7997,3.4039,0.0,
64.5333,1936,65.2668,14.7396,69.2596,13.0224,9.11084,4.55023,5.00003,-50.1303,38.6888,-45.5894,42.9392,30.8396,-14.7997,3.4039,0.0,
64.5667,1937,65.0356,13.4111,68.9719,11.5852,10.7374,4.55023,5.00003,-49.7848,37.7417,-45.401,42.0276,29.5784,-14.7997,3.4039,0.0,
64.6,1938,64.6861,12.0037,68.5614,10.0642,12.4623,4.55023,5.00003,-49.3722,36.683,-45.1583,41.0141,28.2429,-14.7997,3.4039,0.0,
64.6333,1939,64.2092,10.5283,68.0195,8.48534,14.2716,4.55023,5.00003,-48.8904,35.5166,-44.8586,39.9023,26.8439,-14.7997,3.4039,0.0,
64.6667,1940,63.5963,9.04644,67.3386,6.87498,16.1512,4.55023,5.00003,-48.337,34.247,-44.4985,38.6815,25.3922,-14.7997,3.4039,0.0,
64.7,1941,62.8411,7.54381,66.5121,5.25914,18.0872,4.55023,5.00003,-47.7093,32.8786,-44.0738,37.3629,23.8984,-14.7997,3.4039,0.0,
64.7333,1942,61.9384,6.05641,65.5361,3.66302,20.0653,4.55023,5.00003,-47.0068,31.4251,-43.5844,35.9526,22.3731,-14.7997,3.4039,0.0,
64.7667,1943,60.8849,4.6064,64.408,2.1226,22.0718,4.55023,5.00003,-46.227,29.8686,-43.0267,34.4557,20.8272,-14.7997,3.4039,0.0,
64.8,1944,59.6806,3.20225,63.1278,0.623921,24.0925,4.55023,5.00003,-45.3687,28.2393,-42.3999,32.8792,19.2712,-14.7997,3.4039,0.0,
64.8333,1945,58.3265,1.89818,61.698,-0.765695,26.1133,4.55023,5.00003,-44.433,26.5452,-41.7033,31.2308,17.7159,-14.7997,3.4039,0.0,
64.8667,1946,56.8272,0.663731,60.1238,-2.07586,28.1204,4.55023,5.00003,-43.4188,24.7792,-40.937,29.5189,16.172,-14.7997,3.4039,0.0,
64.9,1947,55.1899,-0.452522,58.4133,-3.25781,30.0996,4.55023,5.00003,-42.3287,22.9522,-40.1032,27.7539,14.6502,-14.7997,3.4039,0.0,
64.9333,1948,53.4248,-1.45154,56.5776,-4.31242,32.0369,4.55023,5.00003,-41.1653,21.0964,-39.204,25.9469,13.1612,-14.7997,3.4039,0.0,
64.9667,1949,51.5454,-2.32573,54.6315,-5.22202,33.9183,4.55023,5.00003,-39.9323,19.1957,-38.2438,24.111,11.7157,-14.7997,3.4039,0.0,
65.0,1950,49.5702,-3.06102,52.5936,-6.01423,35.7298,4.55023,5.00003,-38.6354,17.2844,-37.2285,22.2599,10.3243,-14.7997,3.4039,0.0,
65.0333,1951,47.5201,-3.67707,50.4867,-6.65834,37.4574,4.55023,5.00003,-37.2823,15.3705,-36.1655,20.4092,8.99781,-14.7997,3.4039,0.0,
65.0667,1952,45.4233,-4.16746,48.3391,-7.16941,39.087,4.55023,5.00003,-35.8836,13.4707,-35.0661,18.577,7.74687,-14.7997,3.4039,0.0,
65.1,1953,43.3132,-4.54021,46.185,-7.55667,40.6046,4.55023,5.00003,-34.4523,11.6035,-33.943,16.7824,6.5822,-14.7997,3.4039,0.0,
65.1333,1954,41.2307,-4.81659,44.0655,-7.82572,41.9962,4.55023,5.00003,-33.0057,9.78968,-32.8131,15.0474,5.51449,-14.7997,3.4039,0.0,
65.1667,1955,39.2257,-4.98933,42.0301,-8.0217,43.2477,4.55023,5.00003,-31.5659,8.05743,-31.697,13.3956,4.55444,-14.7997,3.4039,0.0,
65.2,1956,37.3568,-5.11562,40.137,-8.14419,44.3452,4.55023,5.00003,-30.1623,6.41912,-30.6196,11.8494,3.71274,-14.7997,3.4039,0.0,
65.2333,1957,35.6936,-5.19341,38.4535,-8.22475,45.2746,4.55023,5.00003,-28.8296,4.92013,-29.6109,10.4519,3.00009,-14.7997,3.4039,0.0,
65.2667,1958,34.3139,-5.2882,37.0549,-8.32145,46.0218,4.55023,5.00003,-27.6135,3.59099,-28.707,9.21797,2.42718,-14.7997,3.4039,0.0,
65.3,1959,33.3001,-5.41388,36.0204,-8.44847,46.5729,4.55023,5.00003,-26.5666,2.4709,-27.9468,8.19925,2.00472,-14.7997,3.4039,0.0,
65.3333,1960,32.7335,-5.61373,35.4276,-8.64932,46.9139,4.55023,5.00003,-25.7486,1.60299,-27.3726,7.41891,1.7434,-14.7997,3.4039,0.0,
65.3667,1961,32.6828,-5.90886,35.3432,-8.94522,47.0307,4.55023,5.00003,-25.2227,1.03185,-27.0253,6.91623,1.65392,-14.7997,3.4039,0.0,
