Header
rate=30
frames=40
duration=1.33333
type=degree
Body
Time,Frame,RE,RS,LE,LS,NV,NH,HD,RK,RH,LK,LH,TV,TH,TO,SD,TR
0.0,0,-3.47886,-1.71302,-3.45405,-1.33647,6.83019e-006,6.83019e-006,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.0333333,1,-3.47886,-1.71302,-3.45405,-1.33647,0.586031,0.0393242,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.0666667,2,-3.47886,-1.71302,-3.45405,-1.33647,2.26327,0.159497,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.1,3,-3.47886,-1.71302,-3.45405,-1.33647,4.91049,0.363854,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.133333,4,-3.47886,-1.71302,-3.45405,-1.33647,8.40643,0.655728,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.166667,5,-3.47886,-1.71302,-3.45405,-1.33647,12.6298,1.03845,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.2,6,-3.47886,-1.71302,-3.45405,-1.33647,17.4595,1.51534,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.233333,7,-3.47886,-1.71302,-3.45405,-1.33647,22.7741,2.08974,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.266667,8,-3.47886,-1.71302,-3.45405,-1.33647,28.4525,2.76498,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.3,9,-3.47886,-1.71302,-3.45405,-1.33647,34.3734,3.54439,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.333333,10,-3.47886,-1.71302,-3.45405,-1.33647,40.4155,4.43129,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.366667,11,-3.47886,-1.71302,-3.45405,-1.33647,46.4576,5.42902,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.4,12,-3.47886,-1.71302,-3.45405,-1.33647,52.3785,6.54091,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.433333,13,-3.47886,-1.71302,-3.45405,-1.33647,58.0569,7.77029,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.466667,14,-3.47886,-1.71302,-3.45405,-1.33647,63.3715,9.12048,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.5,15,-3.47886,-1.71302,-3.45405,-1.33647,68.2011,10.5948,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.533333,16,-3.47886,-1.71302,-3.45405,-1.33647,72.4246,12.1966,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.566667,17,-3.47886,-1.71302,-3.45405,-1.33647,75.9205,13.9293,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.6,18,-3.47886,-1.71302,-3.45405,-1.33647,78.5677,15.7961,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.633333,19,-3.47886,-1.71302,-3.45405,-1.33647,80.245,17.8003,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.666667,20,-3.47886,-1.71302,-3.45405,-1.33647,80.831,19.9453,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.7,21,-3.47886,-1.71302,-3.45405,-1.33647,80.831,22.444,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,curious_1,0.0
0.733333,22,-3.47886,-1.71302,-3.45405,-1.33647,80.831,25.4602,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.766667,23,-3.47886,-1.71302,-3.45405,-1.33647,80.831,28.9243,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.8,24,-3.47886,-1.71302,-3.45405,-1.33647,80.831,32.7663,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.833333,25,-3.47886,-1.71302,-3.45405,-1.33647,80.831,36.9164,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.866667,26,-3.47886,-1.71302,-3.45405,-1.33647,80.831,41.3048,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.9,27,-3.47886,-1.71302,-3.45405,-1.33647,80.831,45.8617,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.933333,28,-3.47886,-1.71302,-3.45405,-1.33647,80.831,50.5173,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
0.966667,29,-3.47886,-1.71302,-3.45405,-1.33647,80.831,55.2017,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
1.0,30,-3.47886,-1.71302,-3.45405,-1.33647,80.831,59.8451,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
1.03333,31,-3.47886,-1.71302,-3.45405,-1.33647,80.831,64.3777,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
1.06667,32,-3.47886,-1.71302,-3.45405,-1.33647,80.831,68.7296,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
1.1,33,-3.47886,-1.71302,-3.45405,-1.33647,80.831,72.831,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
1.13333,34,-3.47886,-1.71302,-3.45405,-1.33647,80.831,76.6121,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
1.16667,35,-3.47886,-1.71302,-3.45405,-1.33647,80.831,80.0031,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
1.2,36,-3.47886,-1.71302,-3.45405,-1.33647,80.831,82.9342,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
1.23333,37,-3.47886,-1.71302,-3.45405,-1.33647,80.831,85.3354,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
1.26667,38,-3.47886,-1.71302,-3.45405,-1.33647,80.831,87.137,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
1.3,39,-3.47886,-1.71302,-3.45405,-1.33647,80.831,88.2692,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
1.33333,40,-3.47886,-1.71302,-3.45405,-1.33647,80.831,88.6621,0.655261,-30.8428,14.4883,-29.0275,14.5317,1.36604e-005,-2.73208e-005,-0.149772,0.0,0.0
